variant_id,pair_id,category,sign,scenario,q_intentionality,q_blame,q_praise
moral-26-good,26,moral,good,Martin enacted the health plan to cut costs. Martin did not care at all about the effect this would have on the health of army recruits. Martin knew his new plan would improve the health of army recruits.,Did Martin intentionally improve the health of army recruits?,"How blameworthy is Martin for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Martin for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-26-bad,26,nonmoral_prudential,bad,Kevin switched to a cheaper diet to save money. Kevin did not care at all about the effect the diet would have on his own health. Kevin knew the cheaper diet would harm his own health.,Did Kevin intentionally harm his own health?,"How blameworthy is Kevin for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Kevin for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-26-good,26,nonmoral_prudential,good,Monica switched to a pricier diet to feel better. Monica did not care at all about the effect the diet would have on her own health. Monica knew the diet would improve her own health.,Did Monica intentionally improve her own health?,"How blameworthy is Monica for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Monica for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-26-bad,26,nonmoral_procedural,bad,Yusuf used an outdated version of the company logo on his slides. Yusuf did not care at all about the effect this would have on the company's branding guideline. Yusuf knew the outdated logo would break the branding guideline.,Did Yusuf intentionally break the company's branding guideline?,"How blameworthy is Yusuf for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Yusuf for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-26-good,26,nonmoral_procedural,good,Zelda used the current company logo on her slides. Zelda did not care at all about the effect this would have on the company's branding guideline. Zelda knew using it would uphold the branding guideline.,Did Zelda intentionally uphold the company's branding guideline?,"How blameworthy is Zelda for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Zelda for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-27-bad,27,moral,bad,Philip told his mother his views to make a point. Phillip did not care at all about the effect this would have on his mother. Phillip knew his views would devastate his mother.,Did Phillip intentionally devastate his mother?,"How blameworthy is Phillip for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Phillip for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-27-good,27,moral,good,Alice told her mother her opinions to make a point. Alice did not care at all about the effect this would have on her mother. Alice knew her opinions would make her mother happy.,Did Alice intentionally make her mother happy?,"How blameworthy is Alice for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Alice for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-27-bad,27,nonmoral_prudential,bad,Owen admitted a mistake to his boss to clear his conscience. Owen did not care at all about the effect the admission would have on his own standing. Owen knew the admission would devastate his own standing at work.,Did Owen intentionally devastate his own standing?,"How blameworthy is Owen for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Owen for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-27-good,27,nonmoral_prudential,good,Hannah admitted an idea to her boss to clear her conscience. Hannah did not care at all about the effect the admission would have on her own standing. Hannah knew the admission would boost her own standing at work.,Did Hannah intentionally boost her own standing?,"How blameworthy is Hannah for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Hannah for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-27-bad,27,nonmoral_procedural,bad,Aaron sent a large print job ahead of others waiting in line. Aaron did not care at all about the effect this would have on the office's printer queue etiquette. Aaron knew jumping ahead would break the printer queue etiquette.,Did Aaron intentionally break the printer queue etiquette?,"How blameworthy is Aaron for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Aaron for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-27-good,27,nonmoral_procedural,good,Bianca waited her turn to send her print job. Bianca did not care at all about the effect this would have on the office's printer queue etiquette. Bianca knew waiting would uphold the printer queue etiquette.,Did Bianca intentionally uphold the printer queue etiquette?,"How blameworthy is Bianca for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Bianca for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-28-bad,28,moral,bad,Diane smacked her puppy to relieve her anger. Diane did not care at all about the effect this would have on her puppy. Diane knew the smacking would scar the puppy for life.,Did Diane intentionally scar the puppy for life?,"How blameworthy is Diane for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Diane for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-28-good,28,moral,good,Josh installed a fence around his yard to improve its looks. Josh did not care at all about the effect this would have on his dog. Josh knew the fence would prevent the dog from running into traffic.,Did Josh intentionally prevent the dog from running into traffic?,"How blameworthy is Josh for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Josh for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-28-bad,28,nonmoral_prudential,bad,Warren skipped his physical therapy to save time. Warren did not care at all about the effect skipping it would have on his own knee. Warren knew skipping it would scar his own knee for life.,Did Warren intentionally scar his own knee for life?,"How blameworthy is Warren for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Warren for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-28-good,28,nonmoral_prudential,good,Teresa installed a railing on her stairs to make them safer. Teresa did not care at all about the effect this would have on her own knee. Teresa knew the railing would prevent her own knee from further injury.,Did Teresa intentionally prevent her own knee from further injury?,"How blameworthy is Teresa for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Teresa for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-28-bad,28,nonmoral_procedural,bad,Caleb skipped signing the office holiday card. Caleb did not care at all about the effect this would have on the office's card tradition. Caleb knew skipping it would break the office's card tradition.,Did Caleb intentionally break the office's card tradition?,"How blameworthy is Caleb for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Caleb for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-28-good,28,nonmoral_procedural,good,Delia signed the office holiday card. Delia did not care at all about the effect this would have on the office's card tradition. Delia knew signing it would continue the office's card tradition.,Did Delia intentionally continue the office's card tradition?,"How blameworthy is Delia for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Delia for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-29-bad,29,moral,bad,The cop pulled over the car to meet his monthly quota. He did not care at all about the effect this would have on traffic. He knew pulling over the car would create a traffic hazard on the busy road.,Did he intentionally create a traffic hazard on the busy road?,"How blameworthy is he for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is he for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-29-good,29,moral,good,The cop pulled over the truck to meet her monthly quota. She did not care at all about the effect would have on the road. She knew pulling over the truck would make the road safer.,Did the cop intentionally make the road safer?,"How blameworthy is the cop for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the cop for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-29-bad,29,nonmoral_prudential,bad,Diego sped through a yellow light to make his quota of stops. Diego did not care at all about the effect this would have on his own driving record. Diego knew speeding through would create a violation on his own driving record.,Did Diego intentionally create a violation on his own record?,"How blameworthy is Diego for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Diego for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-29-good,29,nonmoral_prudential,good,Sandra took the scenic route to meet her step count. Sandra did not care at all about the effect this would have on her own driving record. Sandra knew the scenic route would keep her own driving record clean.,Did Sandra intentionally keep her own driving record clean?,"How blameworthy is Sandra for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Sandra for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-29-bad,29,nonmoral_procedural,bad,Ethan spoke out of turn during the team stand-up. Ethan did not care at all about the effect this would have on the team's usual speaking order. Ethan knew speaking early would break the team's usual order.,Did Ethan intentionally break the team's usual speaking order?,"How blameworthy is Ethan for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Ethan for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-29-good,29,nonmoral_procedural,good,Fiona spoke in her usual turn during the team stand-up. Fiona did not care at all about the effect this would have on the team's usual speaking order. Fiona knew speaking in turn would preserve the team's usual order.,Did Fiona intentionally preserve the team's usual speaking order?,"How blameworthy is Fiona for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Fiona for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-30-bad,30,moral,bad,Flora faked her own death to get back at her mother. Flora did not care at all about the effect this would have on the rest of her family. Flora knew faking her death would devastate the rest of her family.,Did Flora intentionally devastate the rest of her family?,"How blameworthy is Flora for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Flora for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-30-good,30,moral,good,Ernest faked his own death to get back at his mother. Ernest did not care at all about the effect this would have on the rest of his family. Ernest knew his scheme would benefit the family with life insurance payments.,Did Ernest intentionally benefit the family with life insurance payments?,"How blameworthy is Ernest for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Ernest for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-30-bad,30,nonmoral_prudential,bad,Patrick filed a false expense report to get back at his manager. Patrick did not care at all about the effect this would have on his own career. Patrick knew filing it would end his own career if discovered.,Did Patrick intentionally end his own career?,"How blameworthy is Patrick for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Patrick for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-30-good,30,nonmoral_prudential,good,Wendy filed an accurate expense report to set the record straight. Wendy did not care at all about the effect this would have on her own career. Wendy knew filing it would save her own career.,Did Wendy intentionally save her own career?,"How blameworthy is Wendy for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Wendy for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-30-bad,30,nonmoral_procedural,bad,George used a different heading style in the shared document. George did not care at all about the effect this would have on the document's usual formatting style. George knew the different style would break the document's usual formatting.,Did George intentionally break the document's usual formatting style?,"How blameworthy is George for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is George for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-30-good,30,nonmoral_procedural,good,Helena used the standard heading style in the shared document. Helena did not care at all about the effect this would have on the document's usual formatting style. Helena knew the standard style would preserve the document's usual formatting.,Did Helena intentionally preserve the document's usual formatting style?,"How blameworthy is Helena for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Helena for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-31-bad,31,moral,bad,Norman protested in front of the church to express his views. Norman did not care at all about the effect the protests would have on the church. Norman knew his messages would offend the church.,Did Norman intentionally offend the church?,"How blameworthy is Norman for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Norman for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-31-good,31,moral,good,Angela protested in front of the church to express her views. Angela did not care at all about the effect the protests would have on the church. Angela knew her messages would earn the church good publicity.,Did Angela intentionally earn the church good publicity?,"How blameworthy is Angela for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Angela for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-31-bad,31,nonmoral_prudential,bad,Craig removed his lawn's sprinkler system to express his environmental views. Craig did not care at all about the effect this would have on his own lawn's value. Craig knew removing it would ruin his own lawn's curb appeal.,Did Craig intentionally ruin his own lawn's value?,"How blameworthy is Craig for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Craig for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-31-good,31,nonmoral_prudential,good,Diane added solar panels to express her environmental views. Diane did not care at all about the effect this would have on her own home's value. Diane knew adding them would boost her own home's curb appeal.,Did Diane intentionally boost her own home's value?,"How blameworthy is Diane for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Diane for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-31-bad,31,nonmoral_procedural,bad,Ian skipped organizing the office birthday celebration this month. Ian did not care at all about the effect this would have on the office's birthday tradition. Ian knew skipping it would break the office's birthday tradition.,Did Ian intentionally break the office's birthday tradition?,"How blameworthy is Ian for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Ian for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-31-good,31,nonmoral_procedural,good,Julia organized the office birthday celebration this month. Julia did not care at all about the effect this would have on the office's birthday tradition. Julia knew organizing it would continue the office's birthday tradition.,Did Julia intentionally continue the office's birthday tradition?,"How blameworthy is Julia for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Julia for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-32-bad,32,moral,bad,Jo wrote a book to provide a sensational account of the Civil War hero. Jo did not care at all about the effect the book would have on the hero's reputation. Jo knew her book would severely destroy the hero's reputation.,Did Jo intentionally destroy the hero's reputation?,"How blameworthy is Jo for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Jo for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-32-good,32,moral,good,Kurt wrote a book to provide an enthralling account of the World War II hero. Kurt did not care at all about the effect the book would have on the hero's reputation. Kurt knew his book would reinforce the hero's great reputation.,Did Kurt intentionally reinforce the hero's great reputation?,"How blameworthy is Kurt for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Kurt for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-32-bad,32,nonmoral_prudential,bad,Felix wrote a tell-all blog post to get more readers. Felix did not care at all about the effect the post would have on his own reputation. Felix knew the post's revelations would destroy his own reputation.,Did Felix intentionally destroy his own reputation?,"How blameworthy is Felix for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Felix for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-32-good,32,nonmoral_prudential,good,Olivia wrote a polished blog post to get more readers. Olivia did not care at all about the effect the post would have on her own reputation. Olivia knew the post would reinforce her own great reputation.,Did Olivia intentionally reinforce her own reputation?,"How blameworthy is Olivia for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Olivia for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-32-bad,32,nonmoral_procedural,bad,Kyle left his lunch unlabeled in the shared fridge. Kyle did not care at all about the effect this would have on the kitchen's labeling convention. Kyle knew leaving it unlabeled would break the kitchen's labeling convention.,Did Kyle intentionally break the kitchen's labeling convention?,"How blameworthy is Kyle for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Kyle for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-32-good,32,nonmoral_procedural,good,Laura labeled her lunch in the shared fridge. Laura did not care at all about the effect this would have on the kitchen's labeling convention. Laura knew labeling it would uphold the kitchen's labeling convention.,Did Laura intentionally uphold the kitchen's labeling convention?,"How blameworthy is Laura for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Laura for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-33-bad,33,moral,bad,Keith married his wife to finally settle down with a family. Keith did not care at all about the effect the marriage would have on his parents. Keith knew his parents would be miserable because of this marriage.,Did Keith intentionally cause his parents to be miserable?,"How blameworthy is Keith for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Keith for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-33-good,33,moral,good,Melissa married her husband for some financial security. Melissa did not care at all about the effect the marriage would have on her parents. Melissa knew her parents would be very happy because of this marriage.,Did Melissa intentionally cause her parents to be happy?,"How blameworthy is Melissa for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Melissa for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-33-bad,33,nonmoral_prudential,bad,Andre proposed marriage to finally settle down. Andre did not care at all about the effect the marriage would have on his own finances. Andre knew the wedding costs would drain his own savings.,Did Andre intentionally drain his own savings?,"How blameworthy is Andre for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Andre for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-33-good,33,nonmoral_prudential,good,Michelle got married for financial security. Michelle did not care at all about the effect the marriage would have on her own finances. Michelle knew the marriage would boost her own financial security.,Did Michelle intentionally boost her own financial security?,"How blameworthy is Michelle for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Michelle for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-33-bad,33,nonmoral_procedural,bad,Miles chose an unconventional plant style for his desk to stand out. Miles did not care at all about the effect this would have on the floor's uniform decoration style. Miles knew the unconventional style would clash with the floor's uniform style.,Did Miles intentionally clash with the floor's uniform decoration style?,"How blameworthy is Miles for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Miles for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-33-good,33,nonmoral_procedural,good,Nadia chose the standard plant style for her desk. Nadia did not care at all about the effect this would have on the floor's uniform decoration style. Nadia knew the standard style would match the floor's uniform style.,Did Nadia intentionally match the floor's uniform decoration style?,"How blameworthy is Nadia for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Nadia for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-34-bad,34,moral,bad,The activist called in a bomb threat to a school to express her outrage. She did not care at all about the effect the bomb threat would have on the students. She knew her bomb threat would traumatize many students.,Did the activist intentionally traumatize the students?,"How blameworthy is the activist for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the activist for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-34-good,34,moral,good,The terrorist bombed the jail to express his outrage. He did not care at all about the effect the bombing would have on innocent civilians. He knew his bombing would liberate innocent civilians from the jail.,Did the terrorist intentionally liberate the civilians?,"How blameworthy is the terrorist for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the terrorist for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-34-bad,34,nonmoral_prudential,bad,Grant quit his stable job to express his frustration with the industry. Grant did not care at all about the effect this would have on his own finances. Grant knew quitting abruptly would drain his own savings within months.,Did Grant intentionally drain his own savings?,"How blameworthy is Grant for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Grant for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-34-good,34,nonmoral_prudential,good,Sara switched to a stable job to reduce her frustration with the industry. Sara did not care at all about the effect this would have on her own finances. Sara knew switching would replenish her own savings within months.,Did Sara intentionally replenish her own savings?,"How blameworthy is Sara for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Sara for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-34-bad,34,nonmoral_procedural,bad,Oscar sorted the shared spreadsheet by a different column to check something. Oscar did not care at all about the effect this would have on the team's usual sorting convention. Oscar knew the resort would break the team's usual sorting convention.,Did Oscar intentionally break the team's usual sorting convention?,"How blameworthy is Oscar for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Oscar for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-34-good,34,nonmoral_procedural,good,Petra kept the shared spreadsheet sorted by the usual column. Petra did not care at all about the effect this would have on the team's usual sorting convention. Petra knew keeping it sorted would preserve the team's usual sorting convention.,Did Petra intentionally preserve the team's usual sorting convention?,"How blameworthy is Petra for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Petra for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-35-bad,35,moral,bad,The financial officer reorganized funding to balance the budget. He did not care at all about the effect this would have on education. He knew his new system would harm education.,Did the director intentionally harm education?,"How blameworthy is the director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the director for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-35-good,35,moral,good,The treasurer reorganized funding to streamline costs. She did not care at all about the effect this would have on marketing. She knew her new system would help marketing.,Did the director intentionally help marketing?,"How blameworthy is the director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the director for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-35-bad,35,nonmoral_prudential,bad,Yolanda reorganized her monthly budget to balance her finances. Yolanda did not care at all about the effect this would have on her own retirement contributions. Yolanda knew the reorganization would shrink her own retirement contributions.,Did Yolanda intentionally shrink her own retirement contributions?,"How blameworthy is Yolanda for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Yolanda for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-35-good,35,nonmoral_prudential,good,Marcus reorganized his monthly budget to streamline his finances. Marcus did not care at all about the effect this would have on his own retirement contributions. Marcus knew the reorganization would grow his own retirement contributions.,Did Marcus intentionally grow his own retirement contributions?,"How blameworthy is Marcus for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Marcus for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-35-bad,35,nonmoral_procedural,bad,Quincy switched the office radio to a different station. Quincy did not care at all about the effect this would have on the office's usual station choice. Quincy knew switching it would break the office's usual station choice.,Did Quincy intentionally break the office's usual station choice?,"How blameworthy is Quincy for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Quincy for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-35-good,35,nonmoral_procedural,good,Rachel kept the office radio on the usual station. Rachel did not care at all about the effect this would have on the office's usual station choice. Rachel knew keeping it would preserve the office's usual station choice.,Did Rachel intentionally preserve the office's usual station choice?,"How blameworthy is Rachel for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Rachel for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-36-bad,36,moral,bad,The CEO revised the tablet computer to increase sales. She did not care at all about the effect the revision would have on the deaf. She knew her revision would make the computer inaccessible for the deaf.,Did the CEO intentionally make the tablet inaccessible for the deaf?,"How blameworthy is the CEO for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the CEO for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-36-good,36,moral,good,The CEO revised the music player to increase sales. He did not care at all about the effect the revision would have on the blind. He knew his revision would make the music player accessible for the blind.,Did the CEO intentionally make the tablet accessible for the blind?,"How blameworthy is the CEO for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the CEO for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-36-bad,36,nonmoral_prudential,bad,Harold downgraded his phone plan to save on his own monthly bill. Harold did not care at all about the effect the new plan would have on his own data access. Harold knew the cheaper plan would cut off his own data access mid-month.,Did Harold intentionally cut off his own data access?,"How blameworthy is Harold for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Harold for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-36-good,36,nonmoral_prudential,good,Rosa upgraded her phone plan to get more features. Rosa did not care at all about the effect the new plan would have on her own data access. Rosa knew the new plan would expand her own data access.,Did Rosa intentionally expand her own data access?,"How blameworthy is Rosa for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Rosa for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-36-bad,36,nonmoral_procedural,bad,Steven changed the format of the team retrospective without asking. Steven did not care at all about the effect this would have on the team's usual retrospective format. Steven knew the change would break the team's usual retrospective format.,Did Steven intentionally break the team's usual retrospective format?,"How blameworthy is Steven for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Steven for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-36-good,36,nonmoral_procedural,good,Tanya kept the team retrospective in its usual format. Tanya did not care at all about the effect this would have on the team's usual retrospective format. Tanya knew keeping it would preserve the team's usual retrospective format.,Did Tanya intentionally preserve the team's usual retrospective format?,"How blameworthy is Tanya for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Tanya for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-37-bad,37,moral,bad,The cult leader wrote a declaration to keep his influence. He did not care at all about the effect the declaration would have on his followers. He knew his decree would cause his followers to commit mass suicide.,Did the cult leader cause his followers to commit mass suicide?,"How blameworthy is the cult leader for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the cult leader for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-37-good,37,moral,good,The cult leader made a new policy to recruit more members. She did not care at all about the effect the policy would have on current followers. She knew her decree would prevent mass suicides from happening.,Did the cult leader intentionally prevent mass suicides from happening?,"How blameworthy is the cult leader for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the cult leader for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-37-bad,37,nonmoral_prudential,bad,Vernon signed up for a high-risk investment to chase quick profit. Vernon did not care at all about the effect this would have on his own retirement fund. Vernon knew the investment would wipe out his own retirement fund.,Did Vernon intentionally wipe out his own retirement fund?,"How blameworthy is Vernon for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Vernon for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-37-good,37,nonmoral_prudential,good,Corinne signed up for a diversified investment plan to grow her wealth. Corinne did not care at all about the effect this would have on her own retirement fund. Corinne knew the plan would grow her own retirement fund.,Did Corinne intentionally grow her own retirement fund?,"How blameworthy is Corinne for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Corinne for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-37-bad,37,nonmoral_procedural,bad,Umar rearranged the supply cabinet to his own system. Umar did not care at all about the effect this would have on the office's usual supply organization. Umar knew rearranging it would break the office's usual supply organization.,Did Umar intentionally break the office's usual supply organization?,"How blameworthy is Umar for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Umar for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-37-good,37,nonmoral_procedural,good,Valeria kept the supply cabinet in its usual system. Valeria did not care at all about the effect this would have on the office's usual supply organization. Valeria knew keeping it would preserve the office's usual supply organization.,Did Valeria intentionally preserve the office's usual supply organization?,"How blameworthy is Valeria for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Valeria for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-38-bad,38,moral,bad,The candidate ran for President to get a book deal. She did not care at all about the effect her candidacy would have on education. She knew her candidacy would harm education.,Did the candidate intentionally harm education?,"How blameworthy is the candidate for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the candidate for this, on a scale from 0 (not at all) to 10 (extremely)?"
moral-38-good,38,moral,good,The candidate ran for President to get a nice tour bus. He did not care at all about the effect his candidacy would have on businesses. He knew his candidacy would help businesses.,Did the candidate intentionally help the businesses?,"How blameworthy is the candidate for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the candidate for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-38-bad,38,nonmoral_prudential,bad,Diego ran a marathon without proper training to prove a point. Diego did not care at all about the effect this would have on his own knees. Diego knew running untrained would injure his own knees.,Did Diego intentionally injure his own knees?,"How blameworthy is Diego for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Diego for this, on a scale from 0 (not at all) to 10 (extremely)?"
prudential-38-good,38,nonmoral_prudential,good,Priscilla trained for months before running a marathon to prove a point. Priscilla did not care at all about the effect this would have on her own knees. Priscilla knew the training would strengthen her own knees.,Did Priscilla intentionally strengthen her own knees?,"How blameworthy is Priscilla for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Priscilla for this, on a scale from 0 (not at all) to 10 (extremely)?"
procedural-38-bad,38,nonmoral_procedural,bad,Wesley used an unusual emoji reaction in the team chat as a joke. Wesley did not care at all about the effect this would have on the team's usual chat convention. Wesley knew the unusual reaction would break the team's usual chat convention.,Did Wesley intentionally break the team's usual chat convention?,"How blameworthy is Wesley for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is Wesley for this, on a scale from 0 (not at all) to 10 (extremely)?"
