variant_id,family_id,domain,valence,nonmoral_subdomain,sign,typicality,evocativeness,scenario,q_intentionality,q_blame,q_praise
PRIV-MB-02-D,PRIV-MB-02,Data Privacy,MB,,bad,uncommon,high,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers whose browsing data is shared with advertising partners. The marketing director knew that this would expand the sharing of customers' personal browsing data with advertisers without their knowledge: several customers discovered their search history and purchase records had been sold to data brokers they had never heard of and never agreed to.",Did the marketing director intentionally expand the sharing of customers' personal browsing data with advertisers without their knowledge? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-MG-02-A,PRIV-MG-02,Data Privacy,MG,,good,common,low,The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers whose browsing data is shared with advertising partners. The marketing director knew that this would reduce the sharing of customers' personal browsing data with advertisers: a subsequent privacy review found customer browsing data was being shared with a noticeably smaller number of third-party advertisers than under the previous agreement.,Did the marketing director intentionally reduce the sharing of customers' personal browsing data with advertisers? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-MG-02-B,PRIV-MG-02,Data Privacy,MG,,good,common,high,The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers whose browsing data is shared with advertising partners. The marketing director knew that this would reduce the sharing of customers' personal browsing data with advertisers: several customers who had previously been bombarded with oddly specific ads said the ads stopped feeling so targeted after the new agreement took effect.,Did the marketing director intentionally reduce the sharing of customers' personal browsing data with advertisers? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-MG-02-C,PRIV-MG-02,Data Privacy,MG,,good,uncommon,low,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers whose browsing data is shared with advertising partners. The marketing director knew that this would reduce the sharing of customers' personal browsing data with advertisers: a subsequent privacy review found customer browsing data was being shared with a noticeably smaller number of third-party advertisers than under the previous agreement.",Did the marketing director intentionally reduce the sharing of customers' personal browsing data with advertisers? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-MG-02-D,PRIV-MG-02,Data Privacy,MG,,good,uncommon,high,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers whose browsing data is shared with advertising partners. The marketing director knew that this would reduce the sharing of customers' personal browsing data with advertisers: several customers who had previously been bombarded with oddly specific ads said the ads stopped feeling so targeted after the new agreement took effect.",Did the marketing director intentionally reduce the sharing of customers' personal browsing data with advertisers? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMB-02-A,PRIV-NMB-02,Data Privacy,NMB,procedural,bad,common,low,The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: a subsequent customer survey found subscribers rated the new newsletter template as noticeably less appealing than the previous one.,Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMB-02-B,PRIV-NMB-02,Data Privacy,NMB,procedural,bad,common,high,The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: several subscribers said the new newsletter's cluttered layout made it hard to enjoy skimming through.,Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMB-02-C,PRIV-NMB-02,Data Privacy,NMB,procedural,bad,uncommon,low,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: a subsequent customer survey found subscribers rated the new newsletter template as noticeably less appealing than the previous one.",Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMB-02-D,PRIV-NMB-02,Data Privacy,NMB,procedural,bad,uncommon,high,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: several subscribers said the new newsletter's cluttered layout made it hard to enjoy skimming through.",Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMG-02-A,PRIV-NMG-02,Data Privacy,NMG,procedural,good,common,low,The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: a subsequent customer survey found subscribers rated the new newsletter template as noticeably more appealing than the previous one.,Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMG-02-B,PRIV-NMG-02,Data Privacy,NMG,procedural,good,common,high,The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: several subscribers said the new newsletter's clean layout made it easy to enjoy skimming through.,Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMG-02-C,PRIV-NMG-02,Data Privacy,NMG,procedural,good,uncommon,low,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: a subsequent customer survey found subscribers rated the new newsletter template as noticeably more appealing than the previous one.",Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NMG-02-D,PRIV-NMG-02,Data Privacy,NMG,procedural,good,uncommon,high,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on customers who receive the company's promotional email newsletter. The marketing director knew that this would change the newsletter email's visual template design: several subscribers said the new newsletter's clean layout made it easy to enjoy skimming through.",Did the marketing director intentionally change the newsletter email's visual template design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NEU-02-A,PRIV-NEU-02,Data Privacy,NEU,,na,common,low,The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on staff who archive advertising contracts in the legal filing system. The marketing director knew that this would change the contract archive's internal file-naming format: the new data-sharing agreement's filing software began archiving advertising contracts under a different internal file-naming convention than before.,Did the marketing director intentionally change the contract archive's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NEU-02-B,PRIV-NEU-02,Data Privacy,NEU,,na,common,high,"The marketing director adopted a data-sharing agreement widely used by comparable companies in the industry to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on staff who archive advertising contracts in the legal filing system. The marketing director knew that this would change the contract archive's internal file-naming format: an archive record that would have been saved as 'ADCONTRACT_083127.csv' under the old system is now saved as '2027-08-31_AdContract.csv' instead, with no change to who reviews the archive or how contracts are tracked.",Did the marketing director intentionally change the contract archive's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NEU-02-C,PRIV-NEU-02,Data Privacy,NEU,,na,uncommon,low,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on staff who archive advertising contracts in the legal filing system. The marketing director knew that this would change the contract archive's internal file-naming format: the new data-sharing agreement's filing software began archiving advertising contracts under a different internal file-naming convention than before.",Did the marketing director intentionally change the contract archive's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
PRIV-NEU-02-D,PRIV-NEU-02,Data Privacy,NEU,,na,uncommon,high,"The marketing director implemented a custom data-sharing agreement designed specifically for this company, an approach rarely used by comparable companies to increase ad revenue from its advertising partnerships. The marketing director did not care at all about the effect this would have on staff who archive advertising contracts in the legal filing system. The marketing director knew that this would change the contract archive's internal file-naming format: an archive record that would have been saved as 'ADCONTRACT_083127.csv' under the old system is now saved as '2027-08-31_AdContract.csv' instead, with no change to who reviews the archive or how contracts are tracked.",Did the marketing director intentionally change the contract archive's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the marketing director for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MB-01-A,FOOD-MB-01,Food Quality,MB,,bad,common,low,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would increase the risk that undeclared allergens reach customers with allergies: a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably higher rate than the previous protocol.,Did the food safety manager intentionally increase the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MB-01-B,FOOD-MB-01,Food Quality,MB,,bad,common,high,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would increase the risk that undeclared allergens reach customers with allergies: several customers with peanut allergies had severe allergic reactions after eating a batch that the new protocol failed to flag for cross-contamination.,Did the food safety manager intentionally increase the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MB-01-C,FOOD-MB-01,Food Quality,MB,,bad,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would increase the risk that undeclared allergens reach customers with allergies: a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably higher rate than the previous protocol.",Did the food safety manager intentionally increase the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MB-01-D,FOOD-MB-01,Food Quality,MB,,bad,uncommon,high,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would increase the risk that undeclared allergens reach customers with allergies: several customers with peanut allergies had severe allergic reactions after eating a batch that the new protocol failed to flag for cross-contamination.",Did the food safety manager intentionally increase the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MG-01-A,FOOD-MG-01,Food Quality,MG,,good,common,low,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would reduce the risk that undeclared allergens reach customers with allergies: a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably lower rate than the previous protocol.,Did the food safety manager intentionally reduce the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MG-01-B,FOOD-MG-01,Food Quality,MG,,good,common,high,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would reduce the risk that undeclared allergens reach customers with allergies: several customers with peanut allergies who had previously reacted to the product said the new protocol's stricter testing let them eat it safely for the first time.,Did the food safety manager intentionally reduce the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MG-01-C,FOOD-MG-01,Food Quality,MG,,good,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would reduce the risk that undeclared allergens reach customers with allergies: a subsequent lab audit found the new testing protocol missed trace allergen contamination at a noticeably lower rate than the previous protocol.",Did the food safety manager intentionally reduce the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MG-01-D,FOOD-MG-01,Food Quality,MG,,good,uncommon,high,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers with food allergies who buy the product. The food safety manager knew that this would reduce the risk that undeclared allergens reach customers with allergies: several customers with peanut allergies who had previously reacted to the product said the new protocol's stricter testing let them eat it safely for the first time.",Did the food safety manager intentionally reduce the risk that undeclared allergens reach customers with allergies? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMB-01-A,FOOD-NMB-01,Food Quality,NMB,aesthetic,bad,common,low,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: a subsequent customer survey found shoppers rated the new packaging design as noticeably less appealing than the previous one.,Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMB-01-B,FOOD-NMB-01,Food Quality,NMB,aesthetic,bad,common,high,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked cheap next to competitors on the shelf.,Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMB-01-C,FOOD-NMB-01,Food Quality,NMB,aesthetic,bad,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: a subsequent customer survey found shoppers rated the new packaging design as noticeably less appealing than the previous one.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMB-01-D,FOOD-NMB-01,Food Quality,NMB,aesthetic,bad,uncommon,high,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked cheap next to competitors on the shelf.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMG-01-A,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,common,low,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: a subsequent customer survey found shoppers rated the new packaging design as noticeably more appealing than the previous one.,Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMG-01-B,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,common,high,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked more premium next to competitors on the shelf.,Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMG-01-C,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: a subsequent customer survey found shoppers rated the new packaging design as noticeably more appealing than the previous one.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NMG-01-D,FOOD-NMG-01,Food Quality,NMG,aesthetic,good,uncommon,high,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on customers browsing the product on store shelves. The food safety manager knew that this would change the product packaging's design: several customers in an online forum said the new packaging's color scheme looked more premium next to competitors on the shelf.",Did the food safety manager intentionally change the product packaging's design? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NEU-01-A,FOOD-NEU-01,Food Quality,NEU,,na,common,low,The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on staff who log batch numbers in the manufacturing tracking system. The food safety manager knew that this would change the batch-tracking log's internal file-naming format: the new testing protocol's tracking software began saving batch records under a different internal file-naming convention than before.,Did the food safety manager intentionally change the batch-tracking log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NEU-01-B,FOOD-NEU-01,Food Quality,NEU,,na,common,high,"The food safety manager adopted a testing protocol widely used by comparable food manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on staff who log batch numbers in the manufacturing tracking system. The food safety manager knew that this would change the batch-tracking log's internal file-naming format: a batch record that would have been saved as 'BATCH_083127.csv' under the old system is now saved as '2027-08-31_BatchRecord.csv' instead, with no change to who reviews the records or how batches are tracked.",Did the food safety manager intentionally change the batch-tracking log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NEU-01-C,FOOD-NEU-01,Food Quality,NEU,,na,uncommon,low,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on staff who log batch numbers in the manufacturing tracking system. The food safety manager knew that this would change the batch-tracking log's internal file-naming format: the new testing protocol's tracking software began saving batch records under a different internal file-naming convention than before.",Did the food safety manager intentionally change the batch-tracking log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-NEU-01-D,FOOD-NEU-01,Food Quality,NEU,,na,uncommon,high,"The food safety manager implemented a custom testing protocol designed specifically for this product line, an approach rarely used by comparable manufacturers to streamline allergen testing procedures to reduce lab costs. The food safety manager did not care at all about the effect this would have on staff who log batch numbers in the manufacturing tracking system. The food safety manager knew that this would change the batch-tracking log's internal file-naming format: a batch record that would have been saved as 'BATCH_083127.csv' under the old system is now saved as '2027-08-31_BatchRecord.csv' instead, with no change to who reviews the records or how batches are tracked.",Did the food safety manager intentionally change the batch-tracking log's internal file-naming format? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the food safety manager for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MB-02-A,FOOD-MB-02,Food Quality,MB,,bad,common,low,The restaurant chain's operations director adopted a sanitation schedule widely used by comparable restaurant chains to revise kitchen sanitation procedures to reduce cleaning-supply costs. The restaurant chain's operations director did not care at all about the effect this would have on customers eating at the restaurant. The restaurant chain's operations director knew that this would increase customers' risk of foodborne illness: a subsequent health inspection found bacterial contamination on kitchen surfaces at a noticeably higher rate than under the previous sanitation schedule.,Did the restaurant chain's operations director intentionally increase customers' risk of foodborne illness? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the restaurant chain's operations director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the restaurant chain's operations director for this, on a scale from 0 (not at all) to 10 (extremely)?"
FOOD-MB-02-B,FOOD-MB-02,Food Quality,MB,,bad,common,high,The restaurant chain's operations director adopted a sanitation schedule widely used by comparable restaurant chains to revise kitchen sanitation procedures to reduce cleaning-supply costs. The restaurant chain's operations director did not care at all about the effect this would have on customers eating at the restaurant. The restaurant chain's operations director knew that this would increase customers' risk of foodborne illness: several customers were hospitalized with food poisoning after eating at locations following the new sanitation schedule.,Did the restaurant chain's operations director intentionally increase customers' risk of foodborne illness? Answer on a scale from 0 (not at all intentionally) to 10 (completely intentionally).,"How blameworthy is the restaurant chain's operations director for this, on a scale from 0 (not at all) to 10 (extremely)?","How praiseworthy is the restaurant chain's operations director for this, on a scale from 0 (not at all) to 10 (extremely)?"
